,Postcode (single space),GEOWD18 code,Geographical Ward 2018 name,STATWD18 code,Statistical Ward 2018 name [Bestfit] ,LSOA11 code,LSOA11 local name,IMD2019 LSOA England Rank,IMD2019 England % Rank,IMD2019 England Deprivation Decile,IMD2019 LSOA Bristol Rank,IMD2019 Bristol Deprivation Decile
3010,BS14 8AR,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3011,BS14 8AS,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3012,BS14 8AT,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3013,BS14 8AU,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3014,BS14 8AW,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3015,BS14 8AX,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3016,BS14 8AZ,E05010915,Stockwood,E05010915,Stockwood,E01014708,Hazelbury,15316,0.4663256606990622,5,157,6
3017,BS14 8BA,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3018,BS14 8BB,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3019,BS14 8BD,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3020,BS14 8BE,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3021,BS14 8BG,E05010915,Stockwood,E05010915,Stockwood,E01014708,Hazelbury,15316,0.4663256606990622,5,157,6
3022,BS14 8BH,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3023,BS14 8BL,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3024,BS14 8BN,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3025,BS14 8BP,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3026,BS14 8BQ,E05010915,Stockwood,E05010915,Stockwood,E01014708,Hazelbury,15316,0.4663256606990622,5,157,6
3027,BS14 8BS,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3028,BS14 8BT,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3029,BS14 8BU,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3030,BS14 8BW,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3031,BS14 8BX,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3032,BS14 8BY,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3033,BS14 8BZ,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3034,BS14 8DA,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3035,BS14 8DB,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3036,BS14 8DD,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3037,BS14 8DE,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3038,BS14 8DF,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3039,BS14 8DG,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3040,BS14 8DH,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3041,BS14 8DJ,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3042,BS14 8DL,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3043,BS14 8DN,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3044,BS14 8DP,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3045,BS14 8DQ,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3046,BS14 8DR,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3047,BS14 8DS,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3048,BS14 8DT,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3049,BS14 8DU,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3050,BS14 8DW,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3051,BS14 8DX,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3052,BS14 8DY,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3053,BS14 8DZ,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3054,BS14 8ED,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3055,BS14 8EH,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3056,BS14 8EJ,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3057,BS14 8EL,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3058,BS14 8EN,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3059,BS14 8EP,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3060,BS14 8EQ,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3061,BS14 8ER,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3062,BS14 8ES,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3063,BS14 8ET,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3064,BS14 8EU,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3065,BS14 8EW,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3066,BS14 8EX,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3067,BS14 8EY,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3068,BS14 8EZ,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3069,BS14 8HA,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3070,BS14 8HB,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3071,BS14 8HD,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3072,BS14 8HE,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3073,BS14 8HR,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3074,BS14 8HS,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3075,BS14 8HT,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3076,BS14 8HU,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3077,BS14 8HX,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3078,BS14 8HY,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3079,BS14 8HZ,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3080,BS14 8JA,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3081,BS14 8JB,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3082,BS14 8JD,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3083,BS14 8JE,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3084,BS14 8JF,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3085,BS14 8JG,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3086,BS14 8JH,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3087,BS14 8JJ,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3088,BS14 8JL,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3089,BS14 8JN,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3090,BS14 8JP,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3091,BS14 8JQ,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3092,BS14 8JR,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3093,BS14 8JS,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3094,BS14 8JT,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3095,BS14 8JU,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3096,BS14 8JW,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3097,BS14 8JX,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3098,BS14 8JY,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3099,BS14 8JZ,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3100,BS14 8LA,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3101,BS14 8LB,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3102,BS14 8LD,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3103,BS14 8LE,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3104,BS14 8LF,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3105,BS14 8LG,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3106,BS14 8LH,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3107,BS14 8LJ,E05010915,Stockwood,E05010915,Stockwood,E01014703,Burnbush Hill,2246,0.06838387528924614,1,30,2
3108,BS14 8LN,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3109,BS14 8LP,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3110,BS14 8LQ,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3111,BS14 8LR,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3112,BS14 8LS,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3113,BS14 8LT,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3114,BS14 8LU,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3115,BS14 8LW,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3116,BS14 8LX,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3117,BS14 8LY,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3118,BS14 8LZ,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3119,BS14 8NA,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3120,BS14 8NB,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3121,BS14 8ND,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3122,BS14 8NF,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3123,BS14 8NG,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3124,BS14 8NH,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3125,BS14 8NJ,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3126,BS14 8NL,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3127,BS14 8NN,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3128,BS14 8NP,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3129,BS14 8NQ,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3130,BS14 8NR,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3131,BS14 8NW,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3132,BS14 8PG,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3133,BS14 8PL,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3134,BS14 8PP,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3135,BS14 8PR,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3136,BS14 8PS,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3137,BS14 8PT,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3138,BS14 8PU,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3139,BS14 8PW,E05010915,Stockwood,E05010915,Stockwood,E01014706,Burnbush,2676,0.08147606868834491,1,36,2
3140,BS14 8PX,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3141,BS14 8PY,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3142,BS14 8PZ,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3143,BS14 8QA,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3144,BS14 8QB,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3145,BS14 8QD,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3146,BS14 8QE,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3147,BS14 8QF,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3148,BS14 8QG,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3149,BS14 8QH,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3150,BS14 8QJ,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3151,BS14 8QL,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3152,BS14 8QN,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3153,BS14 8QP,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3154,BS14 8QQ,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3155,BS14 8QR,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3156,BS14 8QS,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3157,BS14 8QW,E05010915,Stockwood,E05010915,Stockwood,E01014705,The Coots,23920,0.7282913165266106,8,219,9
3158,BS14 8SJ,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3159,BS14 8SL,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3160,BS14 8SN,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3161,BS14 8SP,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3162,BS14 8SR,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3163,BS14 8SS,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3164,BS14 8ST,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3165,BS14 8SU,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3166,BS14 8SW,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3167,BS14 8SX,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3168,BS14 8SY,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3169,BS14 8SZ,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3170,BS14 8TA,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3171,BS14 8TB,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3172,BS14 8TD,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3173,BS14 8TE,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3174,BS14 8TF,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3175,BS14 8TG,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3176,BS14 8TJ,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3177,BS14 8TL,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3178,BS14 8TN,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3179,BS14 8TP,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3180,BS14 8TQ,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3181,BS14 8TR,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3182,BS14 8TS,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3183,BS14 8TT,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3184,BS14 8TU,E05010915,Stockwood,E05010915,Stockwood,E01014702,Stockwood Lane North,20740,0.6314699792960663,7,193,8
3185,BS14 8TW,E05010915,Stockwood,E05010915,Stockwood,E01014707,Stockwood Lane South,14910,0.4539641943734015,5,154,6
3186,BS14 9AA,E05010906,Knowle,E05010906,Knowle,E01014645,Red Lion Hill,11053,0.3365302642796249,4,121,5
3187,BS14 9AD,E05010906,Knowle,E05010906,Knowle,E01014645,Red Lion Hill,11053,0.3365302642796249,4,121,5
3188,BS14 9AE,E05010906,Knowle,E05010906,Knowle,E01014645,Red Lion Hill,11053,0.3365302642796249,4,121,5
3189,BS14 9AF,E05010906,Knowle,E05010906,Knowle,E01014645,Red Lion Hill,11053,0.3365302642796249,4,121,5
3190,BS14 9AG,E05010906,Knowle,E05010906,Knowle,E01014645,Red Lion Hill,11053,0.3365302642796249,4,121,5
3191,BS14 9AH,E05010906,Knowle,E05010906,Knowle,E01014645,Red Lion Hill,11053,0.3365302642796249,4,121,5
3192,BS14 9AJ,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014613,Hengrove Lane,15211,0.4631287297527707,5,155,6
3193,BS14 9AL,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014613,Hengrove Lane,15211,0.4631287297527707,5,155,6
3194,BS14 9AN,E05010915,Stockwood,E05010915,Stockwood,E01014708,Hazelbury,15316,0.4663256606990622,5,157,6
3195,BS14 9AP,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014613,Hengrove Lane,15211,0.4631287297527707,5,155,6
3196,BS14 9AQ,E05010915,Stockwood,E05010906,Knowle,E01014645,Red Lion Hill,11053,0.3365302642796249,4,121,5
3197,BS14 9AR,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014614,Hengrove East,16919,0.5151321398124468,6,169,7
3198,BS14 9AS,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014613,Hengrove Lane,15211,0.4631287297527707,5,155,6
3199,BS14 9AT,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014613,Hengrove Lane,15211,0.4631287297527707,5,155,6
3200,BS14 9AU,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014613,Hengrove Lane,15211,0.4631287297527707,5,155,6
3201,BS14 9AW,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014614,Hengrove East,16919,0.5151321398124468,6,169,7
3202,BS14 9AX,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014613,Hengrove Lane,15211,0.4631287297527707,5,155,6
3203,BS14 9AY,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014613,Hengrove Lane,15211,0.4631287297527707,5,155,6
3204,BS14 9AZ,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014613,Hengrove Lane,15211,0.4631287297527707,5,155,6
3205,BS14 9BA,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014614,Hengrove East,16919,0.5151321398124468,6,169,7
3206,BS14 9BB,E05010915,Stockwood,E05010915,Stockwood,E01014708,Hazelbury,15316,0.4663256606990622,5,157,6
3207,BS14 9BD,E05010915,Stockwood,E05010915,Stockwood,E01014708,Hazelbury,15316,0.4663256606990622,5,157,6
3208,BS14 9BE,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014614,Hengrove East,16919,0.5151321398124468,6,169,7
3209,BS14 9BF,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014614,Hengrove East,16919,0.5151321398124468,6,169,7
3210,BS14 9BG,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014614,Hengrove East,16919,0.5151321398124468,6,169,7
3211,BS14 9BH,E05010915,Stockwood,E05010915,Stockwood,E01014708,Hazelbury,15316,0.4663256606990622,5,157,6
3212,BS14 9BJ,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014613,Hengrove Lane,15211,0.4631287297527707,5,155,6
3213,BS14 9BL,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3214,BS14 9BP,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014614,Hengrove East,16919,0.5151321398124468,6,169,7
3215,BS14 9BQ,E05010915,Stockwood,E05010915,Stockwood,E01014704,Woodleigh Gardens,11746,0.3576300085251492,4,132,5
3216,BS14 9BS,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014614,Hengrove East,16919,0.5151321398124468,6,169,7
3217,BS14 9BT,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014614,Hengrove East,16919,0.5151321398124468,6,169,7
3218,BS14 9BU,E05010902,Hengrove and Whitchurch Park,E05010902,Hengrove and Whitchurch Park,E01014614,Hengrove East,16919,0.5151321398124468,6,169,7
